Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
43,20,14,Good,78.8,2.9,Stargazing,"The air is clear, perfect for stargazing."
42,11,331,Hazardous,59.0,14.76,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
60,6,22,Good,15.8,15.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,0,214,Very Unhealthy,32.0,2.2,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,19,30,Good,50.0,3.83,Stargazing,"The air is clear, perfect for stargazing."
35,21,13,Good,51.8,3.29,Stargazing,"The air is clear, perfect for stargazing."
43,20,245,Very Unhealthy,26.6,17.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
63,16,265,Very Unhealthy,42.8,14.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,21,32,Good,50.0,0.0,Stargazing,"The air is clear, perfect for stargazing."
44,8,310,Hazardous,95.0,9.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
8,16,92,Moderate,71.6,1.04,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
30,16,56,Moderate,50.0,3.63,Go for a jog,The weather is perfect for a run or jog.
99,8,64,Moderate,55.4,0.99,Take a walk,Enjoy a peaceful walk in the park.
61,9,6,Good,41.0,14.35,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
78,16,188,Unhealthy,53.6,11.22,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
47,16,37,Good,66.2,0.79,Go for a jog,The weather is perfect for a run or jog.
48,8,31,Good,75.2,3.13,Go for a jog,The weather is perfect for a run or jog.
84,18,52,Moderate,35.6,1.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
63,10,257,Very Unhealthy,98.6,8.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
25,20,305,Hazardous,42.8,9.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
98,2,12,Good,23.0,3.13,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,13,55,Moderate,82.4,3.07,Have a picnic,The weather is great for an outdoor picnic.
97,20,261,Very Unhealthy,15.8,2.04,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
75,21,47,Good,80.6,3.42,Stargazing,"The air is clear, perfect for stargazing."
53,12,36,Good,98.6,0.4,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
23,12,76,Moderate,86.0,15.96,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,10,91,Moderate,69.8,3.07,Go for a jog,The weather is perfect for a run or jog.
74,19,340,Hazardous,68.0,3.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
61,9,30,Good,55.4,4.91,Take a walk,Enjoy a peaceful walk in the park.
5,21,3,Good,78.8,0.57,Stargazing,"The air is clear, perfect for stargazing."
32,8,286,Very Unhealthy,19.4,3.52,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
59,17,93,Moderate,77.0,2.57,Go for a jog,The weather is perfect for a run or jog.
47,6,116,Unhealthy for Sensitive Groups,17.6,3.85,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
84,14,14,Good,60.8,1.24,Have a picnic,The weather is great for an outdoor picnic.
16,10,35,Good,57.2,17.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
79,15,352,Hazardous,78.8,5.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
61,17,20,Good,62.6,2.13,Take a walk,Enjoy a peaceful walk in the park.
30,20,92,Moderate,53.6,0.3,Stargazing,"The air is clear, perfect for stargazing."
13,16,11,Good,57.2,3.27,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
18,9,61,Moderate,77.0,2.78,Go for a jog,The weather is perfect for a run or jog.
38,18,89,Moderate,50.0,1.37,Go for a jog,The weather is perfect for a run or jog.
94,12,452,Hazardous,95.0,1.37,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,12,4,Good,84.2,2.21,Have a picnic,The weather is great for an outdoor picnic.
68,20,11,Good,53.6,4.9,Stargazing,"The air is clear, perfect for stargazing."
76,19,320,Hazardous,80.6,19.65,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,10,94,Moderate,50.0,2.61,Go for a jog,The weather is perfect for a run or jog.
57,13,40,Good,50.0,0.83,Have a picnic,The weather is great for an outdoor picnic.
48,13,77,Moderate,50.0,3.67,Have a picnic,The weather is great for an outdoor picnic.
20,23,50,Good,51.8,4.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,21,89,Moderate,78.8,4.85,Stargazing,"The air is clear, perfect for stargazing."
74,16,68,Moderate,96.8,15.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,12,384,Hazardous,32.0,9.35,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
71,10,66,Moderate,68.0,2.82,Take a walk,Enjoy a peaceful walk in the park.
90,8,77,Moderate,80.6,0.47,Take a walk,Enjoy a peaceful walk in the park.
53,8,188,Unhealthy,42.8,8.0,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
59,6,482,Hazardous,80.6,15.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,16,64,Moderate,51.8,3.14,Go for a jog,The weather is perfect for a run or jog.
51,5,335,Hazardous,80.6,14.96,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,10,25,Good,50.0,0.42,Take a walk,Enjoy a peaceful walk in the park.
20,19,51,Moderate,51.8,0.06,Stargazing,"The air is clear, perfect for stargazing."
43,12,40,Good,69.8,4.77,Have a picnic,The weather is great for an outdoor picnic.
77,20,392,Hazardous,21.2,16.09,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
77,10,62,Moderate,75.2,0.11,Take a walk,Enjoy a peaceful walk in the park.
21,20,29,Good,55.4,4.13,Stargazing,"The air is clear, perfect for stargazing."
79,17,80,Moderate,60.8,2.65,Take a walk,Enjoy a peaceful walk in the park.
87,16,477,Hazardous,37.4,12.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,12,74,Moderate,64.4,1.59,Have a picnic,The weather is great for an outdoor picnic.
38,13,78,Moderate,53.6,3.16,Have a picnic,The weather is great for an outdoor picnic.
84,19,26,Good,66.2,3.32,Stargazing,"The air is clear, perfect for stargazing."
31,8,19,Good,59.0,0.61,Go for a jog,The weather is perfect for a run or jog.
64,16,274,Very Unhealthy,89.6,2.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
26,17,24,Good,84.2,1.18,Go for a jog,The weather is perfect for a run or jog.
82,0,167,Unhealthy,86.0,11.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,3,71,Moderate,62.6,14.21,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,22,233,Very Unhealthy,62.6,6.71,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
45,17,30,Good,57.2,1.72,Go for a jog,The weather is perfect for a run or jog.
92,19,73,Moderate,64.4,4.51,Stargazing,"The air is clear, perfect for stargazing."
68,17,15,Good,51.8,2.7,Take a walk,Enjoy a peaceful walk in the park.
92,4,488,Hazardous,96.8,10.91,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,19,65,Moderate,68.0,2.92,Stargazing,"The air is clear, perfect for stargazing."
13,8,31,Good,80.6,2.1,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
46,12,38,Good,53.6,1.99,Have a picnic,The weather is great for an outdoor picnic.
25,12,375,Hazardous,19.4,4.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,23,476,Hazardous,80.6,10.76,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,20,22,Good,64.4,4.67,Stargazing,"The air is clear, perfect for stargazing."
79,8,19,Good,57.2,4.88,Take a walk,Enjoy a peaceful walk in the park.
93,17,13,Good,51.8,4.0,Take a walk,Enjoy a peaceful walk in the park.
60,20,18,Good,80.6,1.19,Stargazing,"The air is clear, perfect for stargazing."
40,10,23,Good,68.0,4.39,Go for a jog,The weather is perfect for a run or jog.
77,12,58,Moderate,69.8,0.3,Have a picnic,The weather is great for an outdoor picnic.
68,19,90,Moderate,75.2,0.41,Stargazing,"The air is clear, perfect for stargazing."
78,19,91,Moderate,55.4,4.14,Stargazing,"The air is clear, perfect for stargazing."
54,2,289,Very Unhealthy,21.2,18.84,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
50,2,165,Unhealthy,96.8,5.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
73,9,99,Moderate,80.6,1.57,Take a walk,Enjoy a peaceful walk in the park.
90,12,22,Good,69.8,3.99,Have a picnic,The weather is great for an outdoor picnic.
80,17,33,Good,51.8,2.77,Take a walk,Enjoy a peaceful walk in the park.
32,10,263,Very Unhealthy,69.8,7.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
14,13,181,Unhealthy,24.8,8.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,18,91,Moderate,77.0,0.12,Take a walk,Enjoy a peaceful walk in the park.
67,9,86,Moderate,84.2,0.09,Take a walk,Enjoy a peaceful walk in the park.
97,8,38,Good,69.8,4.47,Take a walk,Enjoy a peaceful walk in the park.
70,8,26,Good,59.0,4.61,Take a walk,Enjoy a peaceful walk in the park.
30,13,21,Good,62.6,3.36,Have a picnic,The weather is great for an outdoor picnic.
49,9,40,Good,68.0,0.04,Go for a jog,The weather is perfect for a run or jog.
86,9,32,Good,64.4,0.66,Take a walk,Enjoy a peaceful walk in the park.
74,9,79,Moderate,59.0,0.27,Take a walk,Enjoy a peaceful walk in the park.
70,9,97,Moderate,73.4,2.33,Take a walk,Enjoy a peaceful walk in the park.
79,12,376,Hazardous,96.8,13.49,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,0,425,Hazardous,80.6,10.3,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
94,6,186,Unhealthy,30.2,2.4,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
81,20,78,Moderate,62.6,1.15,Stargazing,"The air is clear, perfect for stargazing."
50,12,51,Moderate,78.8,3.58,Have a picnic,The weather is great for an outdoor picnic.
26,18,66,Moderate,57.2,0.3,Go for a jog,The weather is perfect for a run or jog.
74,11,294,Very Unhealthy,91.4,1.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,12,15,Good,84.2,3.62,Have a picnic,The weather is great for an outdoor picnic.
47,10,16,Good,82.4,2.44,Go for a jog,The weather is perfect for a run or jog.
31,15,237,Very Unhealthy,84.2,19.9,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,16,49,Good,55.4,2.41,Go for a jog,The weather is perfect for a run or jog.
66,20,93,Moderate,51.8,1.89,Stargazing,"The air is clear, perfect for stargazing."
62,22,59,Moderate,95.0,7.25,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
60,21,203,Very Unhealthy,87.8,7.63,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
75,3,337,Hazardous,80.6,18.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,17,35,Good,68.0,1.56,Take a walk,Enjoy a peaceful walk in the park.
42,19,6,Good,59.0,2.58,Stargazing,"The air is clear, perfect for stargazing."
48,14,141,Unhealthy for Sensitive Groups,50.0,18.33,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
23,3,434,Hazardous,102.2,11.65,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
85,9,68,Moderate,73.4,4.4,Take a walk,Enjoy a peaceful walk in the park.
76,16,22,Good,69.8,0.25,Take a walk,Enjoy a peaceful walk in the park.
39,12,46,Good,66.2,0.36,Have a picnic,The weather is great for an outdoor picnic.
32,6,267,Very Unhealthy,21.2,7.95,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
41,18,137,Unhealthy for Sensitive Groups,21.2,10.07,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,15,491,Hazardous,53.6,10.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,9,311,Hazardous,69.8,11.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,9,14,Good,53.6,2.98,Take a walk,Enjoy a peaceful walk in the park.
30,21,348,Hazardous,44.6,13.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
52,22,435,Hazardous,71.6,1.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
99,20,47,Good,57.2,3.51,Stargazing,"The air is clear, perfect for stargazing."
50,19,60,Moderate,75.2,2.35,Stargazing,"The air is clear, perfect for stargazing."
41,8,18,Good,60.8,4.64,Go for a jog,The weather is perfect for a run or jog.
25,20,4,Good,66.2,2.54,Stargazing,"The air is clear, perfect for stargazing."
62,15,135,Unhealthy for Sensitive Groups,19.4,10.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
32,12,7,Good,62.6,3.58,Have a picnic,The weather is great for an outdoor picnic.
48,19,80,Moderate,51.8,3.18,Stargazing,"The air is clear, perfect for stargazing."
65,20,17,Good,64.4,2.17,Stargazing,"The air is clear, perfect for stargazing."
30,20,82,Moderate,80.6,0.99,Stargazing,"The air is clear, perfect for stargazing."
65,19,9,Good,71.6,2.55,Stargazing,"The air is clear, perfect for stargazing."
38,12,59,Moderate,55.4,2.8,Have a picnic,The weather is great for an outdoor picnic.
74,18,5,Good,75.2,2.03,Take a walk,Enjoy a peaceful walk in the park.
65,17,266,Very Unhealthy,21.2,11.68,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
55,8,39,Good,69.8,2.5,Go for a jog,The weather is perfect for a run or jog.
96,16,51,Moderate,50.0,4.9,Take a walk,Enjoy a peaceful walk in the park.
47,13,47,Good,64.4,0.69,Have a picnic,The weather is great for an outdoor picnic.
59,17,77,Moderate,82.4,1.23,Go for a jog,The weather is perfect for a run or jog.
11,17,4,Good,55.4,2.16,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
58,20,30,Good,66.2,0.87,Stargazing,"The air is clear, perfect for stargazing."
35,9,18,Good,71.6,1.13,Go for a jog,The weather is perfect for a run or jog.
40,14,47,Good,57.2,0.3,Have a picnic,The weather is great for an outdoor picnic.
57,2,444,Hazardous,89.6,3.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,12,5,Good,73.4,2.35,Have a picnic,The weather is great for an outdoor picnic.
91,17,246,Very Unhealthy,82.4,5.01,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
73,17,95,Moderate,68.0,3.88,Take a walk,Enjoy a peaceful walk in the park.
97,21,66,Moderate,53.6,1.09,Stargazing,"The air is clear, perfect for stargazing."
38,20,4,Good,75.2,0.71,Stargazing,"The air is clear, perfect for stargazing."
14,16,48,Good,26.6,8.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
11,18,61,Moderate,73.4,1.93,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
5,13,18,Good,71.6,2.72,Have a picnic,The weather is great for an outdoor picnic.
74,22,353,Hazardous,24.8,5.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
82,6,386,Hazardous,71.6,10.75,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
63,12,25,Good,80.6,2.54,Have a picnic,The weather is great for an outdoor picnic.
23,19,354,Hazardous,71.6,13.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
92,9,360,Hazardous,64.4,3.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,14,237,Very Unhealthy,91.4,16.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,17,164,Unhealthy,30.2,10.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,8,89,Moderate,53.6,0.44,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
41,18,65,Moderate,69.8,1.4,Go for a jog,The weather is perfect for a run or jog.
